# validation: 302 of 302 verdicts reproduced
path	pages	words	fonts	unemb	verdict	rawwords	glyphs	was
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-HSI.pptx	9/9	1415/1415	5/5	0	match	1469/1448	9027/9027	match
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	11/11	2121/2120	4/4	0	match	2153/2152	12083/12083	match
slides/done-005/pptx/c_291533.pptx	19/19	1104/1104	7/7	0	match	1158/1158	5904/5913	match
slides/done-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	7/7	726/728	4/4	0	match	769/771	4793/4868	match
slides/done-006/ppt/Lepore.ppt	20/20	1816/1822	5/5	0	match	1942/1948	10753/10767	match
slides/done-006/ppt/ws_prod-g-doc-Events-r-6.-ESM.ppt	25/25	1951/1951	4/6	0	match	2120/2120	11330/11330	match
slides/done-006/pptx/Course Selection 2025-26 Current Grade 09.pptx	10/10	694/694	3/3	0	match	698/698	3343/3343	match
slides/done-006/pptx/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.pptx	9/9	627/627	4/4	0	match	652/652	3451/3451	match
slides/done-006/pptx/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.pptx	18/18	2119/2119	6/6	0	match	2223/2223	12620/12620	match
slides/done-006/pptx/Stakeholders-v08052017 - v5.pptx	13/13	545/538	7/7	0	match	612/608	3388/3388	match
slides/done-006/pptx/iris07.12.12.pptx	21/21	871/882	9/9	0	match	927/939	4795/4795	match
slides/done-006/pptx/nabiyeleul_1_aviation_service_28_july_2020.pptx	9/9	554/554	4/4	0	match	604/604	3146/3146	match
slides/done-006/pptx/social-media-app-bulletin-january.pptx	4/4	788/788	4/4	0	match	792/792	4001/4001	match
slides/done-006/pptx/wopanets-innovationdays-06-16.pptx	15/15	563/563	3/3	0	match	626/626	3625/3625	match
slides/done-007/ppt/1-secretariat.ppt	10/10	150/150	3/3	0	match	216/216	1034/1034	match
slides/done-007/ppt/71393_pp7.ppt	39/39	2151/2151	6/6	0	match	2373/2373	12475/12475	match
slides/done-007/ppt/introduction_to_bea_tuxedo.ppt	40/40	1767/1769	7/7	0	match	1966/1833	9931/9893	match
slides/done-007/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	20/20	1917/1917	7/7	0	match	2012/2012	9836/9836	match
slides/done-007/pptx/10. Drawings, circuit diagrams and schematics.pptx	23/23	1501/1501	4/4	0	match	1520/1520	8444/8444	match
slides/done-007/pptx/BHCA Part II webinar #2 - 10.2020.pptx	21/21	1408/1403	6/6	0	match	1454/1448	7358/7216	match
slides/done-007/pptx/Boeing 737 Max - Group 5.pptx	2/2	7/7	1/1	0	match	7/7	27/27	match
slides/done-007/pptx/PAL Block Intro 2023.pptx	20/20	1461/1461	7/6	0	match	1562/1562	8225/8225	match
slides/done-007/pptx/bitesize-writing-a-report.pptx	15/15	654/655	5/5	0	match	705/706	3791/3791	match
slides/done-007/pptx/flying-by-numbers-presentation.pptx	10/10	545/547	7/8	0	match	575/577	2379/2379	match
slides/done-008/ppt/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.ppt	94/94	4311/4312	6/6	0	match	4521/4521	22481/22481	match
slides/done-008/ppt/EG1_dsrc tech.ppt	26/26	2034/2034	6/6	0	match	2178/2178	11132/11132	match
slides/done-008/ppt/Framing Europe.ppt	24/24	2237/2237	4/4	0	match	2300/2301	11542/11542	match
slides/done-008/ppt/RESPA_-_Section_8_Webinar.ppt	35/35	2573/2575	5/5	0	match	2762/2764	13293/13293	match
slides/done-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	36/36	2459/2460	5/5	0	match	2636/2568	13459/13459	match
slides/done-008/pptx/AATF-Fact-Sheet-2025.pptx	9/9	853/855	8/8	0	match	899/901	4611/4611	match
slides/done-008/pptx/FIT26-Presentation-Airservices-Update.pptx	11/11	221/221	4/4	0	match	241/241	1295/1295	match
slides/done-008/pptx/G-InvoicingKeithJarboe.pptx	13/13	1078/1078	5/5	0	match	1175/1175	6968/6968	match
slides/done-008/pptx/ROK-PI Climate Bulletin - Edition 2017-06.pptx	2/2	409/409	3/3	0	match	416/416	2332/2332	match
slides/done-008/pptx/item_3-environmental_process_briefing.pptx	12/12	296/296	4/4	0	match	334/334	1765/1765	match
slides/done-009/ppt/Airport Planning 09112013.ppt	9/9	629/629	6/6	0	match	656/656	3591/3591	match
slides/done-009/ppt/Employment-Based_I-485.ppt	42/42	2516/2516	3/3	0	match	2709/2709	13353/13353	match
slides/done-009/ppt/iep-amount-frequency-for-webinar.ppt	39/39	1678/1680	6/6	0	match	1760/1762	9154/9154	match
slides/done-009/pptx/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.pptx	18/18	1359/1360	8/7	0	match	1446/1446	7644/7644	match
slides/done-009/pptx/COMSTAC_11_5_2021am_2.pptx	39/39	2741/2741	4/4	0	match	2858/2858	16225/16225	match
slides/done-009/pptx/FIT26-Presentation-PR-Briefing-Debrief-Airbus.pptx	9/9	1441/1444	3/3	0	match	1533/1536	7273/7273	match
slides/done-009/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	12/12	320/320	3/3	0	match	344/344	1868/1868	match
slides/done-009/pptx/[Christophe]NLP_reseau_inge_stat.pptx	17/17	884/885	5/5	0	match	988/989	4532/4532	match
slides/done-009/pptx/airbus-powerpoint-presentation-2019-20-without-video_diy_2019-20.pptx	38/38	871/876	7/7	0	match	919/924	4394/4394	match
slides/done-009/pptx/redac-sas-201403-ppt-portfolio-rev-sim.pptx	14/14	2006/2015	8/8	0	match	2186/2207	13014/13014	match
slides/done-010/ppt/BUS-Chapter 05.ppt	50/50	2126/2134	5/5	0	match	2342/2342	12354/12362	match
slides/done-010/pptx/BasicMed_AME_Presentation.pptx	18/18	870/870	4/4	0	match	939/939	4930/4930	match
slides/done-010/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	33/33	3114/3115	7/7	0	match	3248/3250	17384/17378	match
slides/done-010/pptx/DoIRD Meeting 16JAN14 v1-1.pptx	15/15	1075/1075	6/6	0	match	1142/1142	5886/5886	match
slides/done-010/pptx/John_Broggio__RSS_Campion_event_John_Broggio.pptx	25/25	1171/1172	3/3	0	match	1245/1246	6867/6867	match
slides/done-010/pptx/REDAC Briefing_SSIT_CARA_08132014.ppt.pptx	14/14	462/462	4/3	0	match	521/521	2664/2664	match
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	24/24	4587/4605	6/6	0	match	4691/4707	23961/23961	match
slides/done-010/pptx/Tax factsheet 2022 (1).pptx	27/27	2834/2866	5/5	0	match	2913/2946	13494/13637	match
slides/done-010/pptx/passiv.pptx	21/21	1199/1199	9/8	0	match	1306/1305	6725/6716	match
slides/done-010/pptx/section_1_our_rights_presentation.pptx	30/30	4135/4151	7/7	0	match	4245/4261	22132/22194	match
slides/done-011/pptx/171128IPAP.pptx	40/40	4664/4662	9/10	0	match	4895/4893	25455/25433	match
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	16/16	782/782	5/5	0	match	846/846	4281/4281	match
slides/done-011/pptx/23-session-2-pptx.pptx	16/16	304/304	4/4	0	match	333/333	1836/1836	match
slides/done-011/pptx/3492.pptx	22/22	1268/1266	5/6	0	match	1320/1320	6835/6833	match
slides/done-011/pptx/3495.pptx	26/26	747/747	4/4	0	match	807/807	4375/4375	match
slides/done-011/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	33/33	1351/1348	6/6	0	match	1558/1555	7792/7768	match
slides/done-011/pptx/NAS-Infrastructure-Roadmaps-v16.0.pptx	137/137	18847/15087	6/6	0	words	19299/15449	107016/87559	words
slides/done-011/pptx/Session-1-Presentation-Reporting-Forms-Form-12-final.pptx	15/15	1131/1130	8/6	0	match	1162/1160	6267/6271	match
slides/done-011/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	25/25	1614/1628	6/6	0	match	1818/1832	8990/8990	match
slides/done-011/pptx/order-of-worship-ppt-revised-2018.pptx	28/28	1139/1139	6/5	0	match	1212/1212	5302/5302	match
slides/done-012/ppt/JesuitAssocOfStudentPersonnel.ppt	31/31	1179/1178	6/6	0	match	1340/1338	7310/7310	match
slides/done-012/ppt/gillikin_online_user_mtg_2010.ppt	40/40	1291/1291	5/5	0	match	1468/1468	7753/7753	match
slides/done-012/pptx/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.pptx	20/20	3125/3126	6/6	0	match	3225/3226	17627/17627	match
slides/done-012/pptx/County ACHS Presentaion Webinar 8-16-16 Peg.pptx	26/26	1325/1325	7/6	0	match	1394/1394	7599/7599	match
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	39/39	3460/3416	7/7	0	match	3854/3809	17994/17958	match
slides/done-012/pptx/REDAC briefing March12-13-2014jemvbFINAL.ppt.pptx	25/25	2587/2584	8/8	0	match	2788/2786	15773/15773	match
slides/done-012/pptx/SRDMG(16)024_60 GHz onboard airplanes.pptx	26/26	1862/1862	7/7	0	match	1931/1931	10312/10312	match
slides/done-012/pptx/Sean Monogue.pptx	15/15	818/818	4/4	0	match	891/891	4950/4950	match
slides/done-012/pptx/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.pptx	19/19	649/648	5/4	0	match	707/706	3573/3573	match
slides/done-012/pptx/vvsummit2022-SAIC-PRESENTATION.pptx	19/19	649/648	5/4	0	match	707/706	3573/3573	match
slides/done-013/ppt/2015-Civil-Rights-Website-training.ppt	94/94	6117/6118	12/11	0	match	6579/6581	34818/34818	match
slides/done-013/ppt/FAA_Form_337.ppt	67/67	5546/5612	15/15	0	match	5752/5839	29462/29447	match
slides/done-013/ppt/hofman.ppt	13/13	450/450	3/4	0	match	503/503	2945/2945	match
slides/done-013/ppt/ws_prod-g-doc-Events-2008-February-5-NATO-activities.ppt	13/13	447/453	4/4	0	match	510/516	2163/2163	match
slides/done-013/pptx/2014BSA_Sunday_Killion.pptx	50/50	3559/3559	8/8	0	match	3702/3702	17188/17188	match
slides/done-013/pptx/PRM_training.pptx	22/22	2159/2152	7/7	0	match	2195/2185	10593/10578	match
slides/done-013/pptx/Structural Testing.pptx	89/89	4335/4339	12/12	0	match	4987/5005	20360/20360	match
slides/done-013/pptx/chapter_4_0.pptx	54/54	3175/3175	7/7	0	match	3340/3340	18883/18883	match
slides/done-013/pptx/redac-sas-201703-hf-research-division.pptx	13/13	713/713	3/3	0	match	784/784	4879/4879	match
slides/done-013/pptx/schematicplaymar21.pptx	21/21	2103/2119	4/5	0	match	2121/2137	11470/11470	match
slides/done-014/ppt/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.ppt	26/26	1885/1885	3/3	0	match	2156/2156	10159/10159	match
slides/done-014/pptx/Presentation - Identify Components of the Airport (1).pptx	12/12	554/554	6/6	0	match	591/591	2992/2992	match
slides/done-014/pptx/Reporting_responsibilities_matrix.pptx	268/268	57742/57708	3/3	0	match	57917/57883	308444/308318	match
slides/done-014/pptx/Snowbirds_High_Show.pptx	41/41	1871/1869	5/5	0	match	1916/1924	8049/8049	match
slides/done-014/pptx/Technical_Report_Elements[1].pptx	39/39	1425/1430	5/5	0	match	1477/1482	7648/7679	match
slides/done-014/pptx/redac-nasops-201503-RIRP-portfolio-update.pptx	46/46	2765/2761	11/9	0	match	2918/2916	15420/15418	match
slides/done-014/pptx/redac-sas-201509-asisp-research.pptx	45/45	3127/3120	12/12	0	match	3303/3297	19094/19031	match
slides/done-014/pptx/schematicplay.pptx	21/21	2111/2125	4/5	0	match	2128/2143	11490/11490	match
slides/done-014/pptx/servicedesk-plus-overviewfinal.pptx	66/66	1805/1820	8/3	0	match	1904/1919	11471/11471	match
slides/done-014/pptx/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.pptx	33/33	1281/1281	5/5	1	unembedded	1361/1360	8377/8377	unembedded
slides/done-015/ppt/Architecture.ppt	29/29	845/845	4/4	0	match	867/867	4696/4696	match
slides/done-015/pptx/1200-Assigning-Club-officers.pptx	16/16	163/162	7/7	0	match	171/170	960/960	match
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	20/20	1477/1479	6/6	0	match	1640/1642	8749/8744	match
slides/done-015/pptx/Wildlife for REDAC September 11.pptx	41/41	1534/1535	11/11	0	match	1641/1642	9160/9160	match
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	30/30	1135/1137	6/6	0	match	1221/1223	5868/5868	match
slides/metrics-001/pptx/Ramp Up Campaign - French.pptx	6/6	437/419	4/2	0	words	465/445	2536/2418	words
slides/missing-001/pptx/NWD-GLA-Community-Outreach-Day-Oct-2025.pptx	13/13	644/576	3/3	0	words	705/629	3998/3623	words
