case	h	leg	size	shows	span
respa	8410	ours	17.0	10	204.4
respa	8790	ref	17.0	10	204.4
respa	8790	ours	17.0	10	204.4
respa	9169	ref	17.0	10	204.4
respa	9169	ours	17.0	10	204.4
respa	9549	ref	17.0	10	204.4
respa	9549	ours	17.0	10	204.4
respa	9738	ref	17.0	10	204.4
respa	9738	ours	17.0	10	204.4
respa	9740	ref	17.0	10	204.4
respa	9740	ours	17.0	10	204.4
respa	9741	ref	17.0	10	204.4
respa	9741	ours	17.0	10	204.4
respa	9742	ref	17.0	10	204.4
respa	9742	ours	17.0	10	204.4
respa	9743	ref	19.0	12	258.0
respa	9743	ours	19.0	12	258.0
respa	9749	ref	19.0	12	258.0
respa	9749	ours	19.0	12	258.0
respa	9761	ref	19.0	12	258.0
respa	9761	ours	19.0	12	258.0
respa	9785	ref	19.0	12	258.0
respa	9785	ours	19.0	12	258.0
respa	9833	ref	19.0	12	258.0
respa	9833	ours	19.0	12	258.0
respa	9928	ref	19.0	12	258.0
respa	9928	ours	19.0	12	258.0
respa	10118	ref	19.0	12	258.0
respa	10118	ours	19.0	12	258.0
respa	10141	ref	19.0	12	258.0
respa	10141	ours	19.0	12	258.0
respa	10153	ref	19.0	12	258.0
respa	10153	ours	19.0	12	258.0
respa	10159	ref	19.0	12	258.0
respa	10159	ours	19.0	12	258.0
respa	10162	ref	19.0	12	258.0
respa	10162	ours	19.0	12	258.0
respa	10163	ref	20.0	12	268.9
respa	10163	ours	20.0	12	268.9
respa	10165	ref	20.0	12	268.9
respa	10165	ours	20.0	12	268.9
respa	10213	ref	20.0	12	268.9
respa	10213	ours	20.0	12	268.9
respa	10308	ref	20.0	12	268.9
respa	10308	ours	20.0	12	268.9
respa	10687	ref	20.0	12	268.9
respa	10687	ours	20.0	12	268.9
respa	11067	ref	20.0	12	268.9
respa	11067	ours	20.0	12	268.9
respa	11256	ref	20.0	12	268.9
respa	11256	ours	20.0	12	268.9
respa	11351	ref	20.0	12	268.9
respa	11351	ours	20.0	12	268.9
respa	11398	ref	20.0	12	268.9
respa	11398	ours	20.0	12	268.9
respa	11422	ref	20.0	12	268.9
respa	11422	ours	20.0	12	268.9
respa	11423	ref	20.0	12	302.2
respa	11423	ours	20.0	12	302.2
respa	11425	ref	20.0	12	302.2
respa	11425	ours	20.0	12	302.2
respa	11428	ref	20.0	12	302.2
respa	11428	ours	20.0	12	302.2
respa	11434	ref	20.0	12	302.2
respa	11434	ours	20.0	12	302.2
respa	11446	ref	20.0	12	302.2
respa	11446	ours	20.0	12	302.2
respa	11826	ref	20.0	12	302.2
respa	11826	ours	20.0	12	302.2
respa	12205	ref	20.0	12	302.2
respa	12205	ours	20.0	12	302.2
respa	12585	ref	20.0	12	302.2
respa	12585	ours	20.0	12	302.2
respa	12964	ref	20.0	12	302.2
respa	12964	ours	20.0	12	302.2
respa	13154	ref	20.0	12	302.2
respa	13154	ours	20.0	12	302.2
respa	13165	ref	20.0	12	302.2
respa	13165	ours	20.0	12	302.2
respa	13171	ref	20.0	12	302.2
respa	13171	ours	20.0	12	302.2
respa	13172	ref	20.0	12	302.2
respa	13172	ours	20.0	12	302.2
respa	13173	ref	22.0	13	349.7
respa	13173	ours	22.0	13	349.7
respa	13174	ref	22.0	13	349.7
respa	13174	ours	22.0	13	349.7
respa	13177	ref	22.0	13	349.7
respa	13177	ours	22.0	13	349.7
respa	13201	ref	22.0	13	349.7
respa	13201	ours	22.0	13	349.7
respa	13249	ref	22.0	13	349.7
respa	13249	ours	22.0	13	349.7
respa	13344	ref	22.0	13	349.7
respa	13344	ours	22.0	13	349.7
respa	13723	ref	22.0	13	349.7
respa	13723	ours	22.0	13	349.7
respa	14103	ref	22.0	13	349.7
respa	14103	ours	22.0	13	349.7
respa	14150	ref	22.0	13	349.7
respa	14150	ours	22.0	13	349.7
respa	14155	ref	22.0	13	349.7
respa	14155	ours	22.0	13	349.7
respa	14158	ref	22.0	13	349.7
respa	14158	ours	22.0	13	349.7
respa	14159	ref	22.0	13	349.7
respa	14159	ours	22.0	13	349.7
respa	14160	ref	22.0	13	349.7
respa	14160	ours	22.0	13	349.7
respa	14161	ref	24.0	13	375.5
respa	14161	ours	24.0	13	375.5
respa	14173	ref	24.0	13	375.5
respa	14173	ours	24.0	13	375.5
respa	14197	ref	24.0	13	375.5
respa	14197	ours	24.0	13	375.5
respa	14292	ref	24.0	13	375.5
respa	14292	ours	24.0	13	375.5
respa	14482	ref	24.0	13	375.5
respa	14482	ours	24.0	13	375.5
respa	14862	ref	24.0	13	375.5
respa	14862	ours	24.0	13	375.5
respa	15241	ref	24.0	13	375.5
respa	15241	ours	24.0	13	375.5
respa	15621	ref	24.0	13	375.5
respa	15621	ours	24.0	13	375.5
respa	15715	ref	24.0	13	375.5
respa	15715	ours	24.0	13	375.5
respa	15738	ref	24.0	13	375.5
respa	15738	ours	24.0	13	375.5
respa	15750	ref	24.0	13	375.5
respa	15750	ours	24.0	13	375.5
respa	15751	ref	24.0	13	417.7
respa	15751	ours	24.0	13	417.7
respa	15753	ref	24.0	13	417.7
respa	15753	ours	24.0	13	417.7
respa	15756	ref	24.0	13	417.7
respa	15756	ours	24.0	13	417.7
respa	15762	ref	24.0	13	417.7
respa	15762	ours	24.0	13	417.7
respa	15810	ref	24.0	13	417.7
respa	15810	ours	24.0	13	417.7
respa	16000	ref	24.0	13	417.7
respa	16000	ours	24.0	13	417.7
respa-nospc	1200	ref	6.0	7	34.5
respa-nospc	1200	ours	6.0	7	34.5
respa-nospc	1579	ref	6.0	7	34.5
respa-nospc	1579	ours	6.0	7	34.5
respa-nospc	1769	ref	6.0	7	34.5
respa-nospc	1769	ours	6.0	7	34.5
respa-nospc	1864	ref	6.0	7	34.5
respa-nospc	1864	ours	6.0	7	34.5
respa-nospc	1887	ref	6.0	7	34.5
respa-nospc	1887	ours	6.0	7	34.5
respa-nospc	1888	ref	6.0	7	34.5
respa-nospc	1888	ours	6.0	7	34.5
respa-nospc	1889	ref	8.0	7	45.9
respa-nospc	1889	ours	8.0	7	45.9
respa-nospc	1890	ref	8.0	7	45.9
respa-nospc	1890	ours	8.0	7	45.9
respa-nospc	1893	ref	8.0	7	45.9
respa-nospc	1893	ours	8.0	7	45.9
respa-nospc	1899	ref	8.0	7	45.9
respa-nospc	1899	ours	8.0	7	45.9
respa-nospc	1911	ref	8.0	7	45.9
respa-nospc	1911	ours	8.0	7	45.9
respa-nospc	1959	ref	8.0	7	45.9
respa-nospc	1959	ours	8.0	7	45.9
respa-nospc	2338	ref	8.0	7	45.9
respa-nospc	2338	ours	8.0	7	45.9
respa-nospc	2528	ref	8.0	7	45.9
respa-nospc	2528	ours	8.0	7	45.9
respa-nospc	2623	ref	8.0	7	45.9
respa-nospc	2623	ours	8.0	7	45.9
respa-nospc	2670	ref	8.0	7	45.9
respa-nospc	2670	ours	8.0	7	45.9
respa-nospc	2694	ref	8.0	7	45.9
respa-nospc	2694	ours	8.0	7	45.9
respa-nospc	2706	ref	8.0	7	45.9
respa-nospc	2706	ours	8.0	7	45.9
respa-nospc	2709	ref	8.0	7	45.9
respa-nospc	2709	ours	8.0	7	45.9
respa-nospc	2710	ref	8.0	7	45.9
respa-nospc	2710	ours	8.0	7	45.9
respa-nospc	2711	ref	10.0	8	67.3
respa-nospc	2711	ours	10.0	8	67.3
respa-nospc	2712	ref	10.0	8	67.3
respa-nospc	2712	ours	10.0	8	67.3
respa-nospc	2718	ref	10.0	8	67.3
respa-nospc	2718	ours	10.0	8	67.3
respa-nospc	2907	ref	10.0	8	67.3
respa-nospc	2907	ours	10.0	8	67.3
respa-nospc	2954	ref	10.0	8	67.3
respa-nospc	2954	ours	10.0	8	67.3
respa-nospc	2978	ref	10.0	8	67.3
respa-nospc	2978	ours	10.0	8	67.3
respa-nospc	2981	ref	10.0	8	67.3
respa-nospc	2981	ours	10.0	8	67.3
respa-nospc	2982	ref	10.0	8	67.3
respa-nospc	2982	ours	10.0	8	67.3
respa-nospc	2983	ref	11.0	8	74.0
respa-nospc	2983	ours	11.0	8	74.0
respa-nospc	2984	ref	11.0	8	74.0
respa-nospc	2984	ours	11.0	8	74.0
respa-nospc	2990	ref	11.0	8	74.0
respa-nospc	2990	ours	11.0	8	74.0
respa-nospc	3002	ref	11.0	8	74.0
respa-nospc	3002	ours	11.0	8	74.0
respa-nospc	3097	ref	11.0	8	74.0
respa-nospc	3097	ours	11.0	8	74.0
respa-nospc	3477	ref	11.0	8	74.0
respa-nospc	3477	ours	11.0	8	74.0
respa-nospc	3524	ref	11.0	8	74.0
respa-nospc	3524	ours	11.0	8	74.0
respa-nospc	3526	ref	11.0	8	74.0
respa-nospc	3526	ours	11.0	8	74.0
respa-nospc	3527	ref	13.0	8	87.5
respa-nospc	3527	ours	13.0	8	87.5
respa-nospc	3529	ref	13.0	8	87.5
respa-nospc	3529	ours	13.0	8	87.5
respa-nospc	3535	ref	13.0	8	87.5
respa-nospc	3535	ours	13.0	8	87.5
respa-nospc	3547	ref	13.0	8	87.5
respa-nospc	3547	ours	13.0	8	87.5
respa-nospc	3571	ref	13.0	8	87.5
respa-nospc	3571	ours	13.0	8	87.5
respa-nospc	3666	ref	13.0	8	87.5
respa-nospc	3666	ours	13.0	8	87.5
respa-nospc	3856	ref	13.0	8	87.5
respa-nospc	3856	ours	13.0	8	87.5
respa-nospc	4046	ref	13.0	8	87.5
respa-nospc	4046	ours	13.0	8	87.5
respa-nospc	4057	ref	13.0	8	87.5
respa-nospc	4057	ours	13.0	8	87.5
respa-nospc	4060	ref	13.0	8	87.5
respa-nospc	4060	ours	13.0	8	87.5
respa-nospc	4061	ref	13.0	8	87.5
respa-nospc	4061	ours	13.0	8	87.5
respa-nospc	4062	ref	13.0	8	87.5
respa-nospc	4062	ours	13.0	8	87.5
respa-nospc	4063	ref	15.0	8	100.8
respa-nospc	4063	ours	15.0	8	100.8
respa-nospc	4069	ref	15.0	8	100.8
respa-nospc	4069	ours	15.0	8	100.8
respa-nospc	4093	ref	15.0	8	100.8
respa-nospc	4093	ours	15.0	8	100.8
respa-nospc	4141	ref	15.0	8	100.8
respa-nospc	4141	ours	15.0	8	100.8
respa-nospc	4236	ref	15.0	8	100.8
respa-nospc	4236	ours	15.0	8	100.8
respa-nospc	4615	ref	15.0	8	100.8
respa-nospc	4615	ours	15.0	8	100.8
respa-nospc	4995	ref	15.0	8	100.8
respa-nospc	4995	ours	15.0	8	100.8
respa-nospc	5374	ref	15.0	8	100.8
respa-nospc	5374	ours	15.0	8	100.8
respa-nospc	5754	ref	15.0	8	100.8
respa-nospc	5754	ours	15.0	8	100.8
respa-nospc	5756	ref	15.0	8	100.8
respa-nospc	5756	ours	15.0	8	100.8
respa-nospc	5757	ref	15.0	8	100.8
respa-nospc	5757	ours	15.0	8	100.8
respa-nospc	5758	ref	15.0	8	100.8
respa-nospc	5758	ours	15.0	8	100.8
respa-nospc	5759	ref	17.0	10	146.9
respa-nospc	5759	ours	17.0	10	146.9
respa-nospc	5765	ref	17.0	10	146.9
respa-nospc	5765	ours	17.0	10	146.9
respa-nospc	5777	ref	17.0	10	146.9
respa-nospc	5777	ours	17.0	10	146.9
respa-nospc	5801	ref	17.0	10	146.9
respa-nospc	5801	ours	17.0	10	146.9
respa-nospc	5848	ref	17.0	10	146.9
respa-nospc	5848	ours	17.0	10	146.9
respa-nospc	5943	ref	17.0	10	146.9
respa-nospc	5943	ours	17.0	10	146.9
respa-nospc	6133	ref	17.0	10	146.9
respa-nospc	6133	ours	17.0	10	146.9
respa-nospc	6513	ref	17.0	10	146.9
respa-nospc	6513	ours	17.0	10	146.9
respa-nospc	6892	ref	17.0	10	146.9
respa-nospc	6892	ours	17.0	10	146.9
respa-nospc	7272	ref	17.0	10	146.9
respa-nospc	7272	ours	17.0	10	146.9
respa-nospc	7651	ref	17.0	10	146.9
respa-nospc	7651	ours	17.0	10	146.9
respa-nospc	7698	ref	17.0	10	146.9
respa-nospc	7698	ours	17.0	10	146.9
respa-nospc	7710	ref	17.0	10	146.9
respa-nospc	7710	ours	17.0	10	146.9
respa-nospc	7713	ref	17.0	10	146.9
respa-nospc	7713	ours	17.0	10	146.9
respa-nospc	7714	ref	17.0	10	146.9
respa-nospc	7714	ours	17.0	10	146.9
respa-nospc	7715	ref	19.0	12	200.5
respa-nospc	7715	ours	19.0	12	200.5
respa-nospc	7716	ref	19.0	12	200.5
respa-nospc	7716	ours	19.0	12	200.5
respa-nospc	7722	ref	19.0	12	200.5
respa-nospc	7722	ours	19.0	12	200.5
respa-nospc	7746	ref	19.0	12	200.5
respa-nospc	7746	ours	19.0	12	200.5
respa-nospc	7841	ref	19.0	12	200.5
respa-nospc	7841	ours	19.0	12	200.5
respa-nospc	8031	ref	19.0	12	200.5
respa-nospc	8031	ours	19.0	12	200.5
respa-nospc	8125	ref	19.0	12	200.5
respa-nospc	8125	ours	19.0	12	200.5
respa-nospc	8130	ref	19.0	12	200.5
respa-nospc	8130	ours	19.0	12	200.5
respa-nospc	8133	ref	19.0	12	200.5
respa-nospc	8133	ours	19.0	12	200.5
respa-nospc	8134	ref	19.0	12	200.5
respa-nospc	8134	ours	19.0	12	200.5
respa-nospc	8135	ref	20.0	12	211.4
respa-nospc	8135	ours	20.0	12	211.4
respa-nospc	8136	ref	20.0	12	211.4
respa-nospc	8136	ours	20.0	12	211.4
respa-nospc	8148	ref	20.0	12	211.4
respa-nospc	8148	ours	20.0	12	211.4
respa-nospc	8172	ref	20.0	12	211.4
respa-nospc	8172	ours	20.0	12	211.4
respa-nospc	8220	ref	20.0	12	211.4
respa-nospc	8220	ours	20.0	12	211.4
respa-nospc	8410	ref	20.0	12	211.4
respa-nospc	8410	ours	20.0	12	211.4
respa-nospc	8790	ref	20.0	12	211.4
respa-nospc	8790	ours	20.0	12	211.4
respa-nospc	8979	ref	20.0	12	211.4
respa-nospc	8979	ours	20.0	12	211.4
respa-nospc	9074	ref	20.0	12	211.4
respa-nospc	9074	ours	20.0	12	211.4
respa-nospc	9121	ref	20.0	12	211.4
respa-nospc	9121	ours	20.0	12	211.4
respa-nospc	9133	ref	20.0	12	211.4
respa-nospc	9133	ours	20.0	12	211.4
respa-nospc	9139	ref	20.0	12	211.4
respa-nospc	9139	ours	20.0	12	211.4
respa-nospc	9142	ref	20.0	12	211.4
respa-nospc	9142	ours	20.0	12	211.4
respa-nospc	9143	ref	20.0	12	237.6
respa-nospc	9143	ours	20.0	12	237.6
respa-nospc	9145	ref	20.0	12	237.6
respa-nospc	9145	ours	20.0	12	237.6
respa-nospc	9169	ref	20.0	12	237.6
respa-nospc	9169	ours	20.0	12	237.6
respa-nospc	9549	ref	20.0	12	237.6
respa-nospc	9549	ours	20.0	12	237.6
respa-nospc	9928	ref	20.0	12	237.6
respa-nospc	9928	ours	20.0	12	237.6
respa-nospc	10308	ref	20.0	12	237.6
respa-nospc	10308	ours	20.0	12	237.6
respa-nospc	10687	ref	20.0	12	237.6
respa-nospc	10687	ours	20.0	12	237.6
respa-nospc	10877	ref	20.0	12	237.6
respa-nospc	10877	ours	20.0	12	237.6
respa-nospc	10888	ref	20.0	12	237.6
respa-nospc	10888	ours	20.0	12	237.6
respa-nospc	10891	ref	20.0	12	237.6
respa-nospc	10891	ours	20.0	12	237.6
respa-nospc	10892	ref	20.0	12	237.6
respa-nospc	10892	ours	20.0	12	237.6
respa-nospc	10893	ref	22.0	13	285.1
respa-nospc	10893	ours	22.0	13	285.1
respa-nospc	10894	ref	22.0	13	285.1
respa-nospc	10894	ours	22.0	13	285.1
respa-nospc	10900	ref	22.0	13	285.1
respa-nospc	10900	ours	22.0	13	285.1
respa-nospc	10924	ref	22.0	13	285.1
respa-nospc	10924	ours	22.0	13	285.1
respa-nospc	10972	ref	22.0	13	285.1
respa-nospc	10972	ours	22.0	13	285.1
respa-nospc	11067	ref	22.0	13	285.1
respa-nospc	11067	ours	22.0	13	285.1
respa-nospc	11446	ref	22.0	13	285.1
respa-nospc	11446	ours	22.0	13	285.1
respa-nospc	11826	ref	22.0	13	285.1
respa-nospc	11826	ours	22.0	13	285.1
respa-nospc	11873	ref	22.0	13	285.1
respa-nospc	11873	ours	22.0	13	285.1
respa-nospc	11878	ref	22.0	13	285.1
respa-nospc	11878	ours	22.0	13	285.1
respa-nospc	11879	ref	22.0	13	285.1
respa-nospc	11879	ours	22.0	13	285.1
respa-nospc	11880	ref	22.0	13	285.1
respa-nospc	11880	ours	22.0	13	285.1
respa-nospc	11881	ref	24.0	13	310.9
respa-nospc	11881	ours	24.0	13	310.9
respa-nospc	11884	ref	24.0	13	310.9
respa-nospc	11884	ours	24.0	13	310.9
respa-nospc	11896	ref	24.0	13	310.9
respa-nospc	11896	ours	24.0	13	310.9
respa-nospc	11920	ref	24.0	13	310.9
respa-nospc	11920	ours	24.0	13	310.9
respa-nospc	12015	ref	24.0	13	310.9
respa-nospc	12015	ours	24.0	13	310.9
respa-nospc	12205	ref	24.0	13	310.9
respa-nospc	12205	ours	24.0	13	310.9
respa-nospc	12585	ref	24.0	13	310.9
respa-nospc	12585	ours	24.0	13	310.9
respa-nospc	12964	ref	24.0	13	310.9
respa-nospc	12964	ours	24.0	13	310.9
respa-nospc	13154	ref	24.0	13	310.9
respa-nospc	13154	ours	24.0	13	310.9
respa-nospc	13201	ref	24.0	13	310.9
respa-nospc	13201	ours	24.0	13	310.9
respa-nospc	13204	ref	24.0	13	310.9
respa-nospc	13204	ours	24.0	13	310.9
respa-nospc	13205	ref	24.0	13	310.9
respa-nospc	13205	ours	24.0	13	310.9
respa-nospc	13206	ref	24.0	13	310.9
respa-nospc	13206	ours	24.0	13	310.9
respa-nospc	13207	ref	24.0	13	345.6
respa-nospc	13207	ours	24.0	13	345.6
respa-nospc	13213	ref	24.0	13	345.6
respa-nospc	13213	ours	24.0	13	345.6
respa-nospc	13225	ref	24.0	13	345.6
respa-nospc	13225	ours	24.0	13	345.6
respa-nospc	13249	ref	24.0	13	345.6
respa-nospc	13249	ours	24.0	13	345.6
respa-nospc	13344	ref	24.0	13	345.6
respa-nospc	13344	ours	24.0	13	345.6
respa-nospc	13723	ref	24.0	13	345.6
respa-nospc	13723	ours	24.0	13	345.6
respa-nospc	14103	ref	24.0	13	345.6
respa-nospc	14103	ours	24.0	13	345.6
respa-nospc	14482	ref	24.0	13	345.6
respa-nospc	14482	ours	24.0	13	345.6
respa-nospc	14862	ref	24.0	13	345.6
respa-nospc	14862	ours	24.0	13	345.6
respa-nospc	15241	ref	24.0	13	345.6
respa-nospc	15241	ours	24.0	13	345.6
respa-nospc	15621	ref	24.0	13	345.6
respa-nospc	15621	ours	24.0	13	345.6
respa-nospc	16000	ref	24.0	13	345.6
respa-nospc	16000	ours	24.0	13	345.6
prop90	1200	ref	6.0	7	88.6
prop90	1200	ours	6.0	7	88.6
prop90	1579	ref	6.0	7	88.6
prop90	1579	ours	6.0	7	88.6
prop90	1959	ref	6.0	7	88.6
prop90	1959	ours	6.0	7	88.6
prop90	2338	ref	6.0	7	88.6
prop90	2338	ours	6.0	7	88.6
prop90	2718	ref	6.0	7	88.6
prop90	2718	ours	6.0	7	88.6
prop90	3097	ref	6.0	7	88.6
prop90	3097	ours	6.0	7	88.6
prop90	3477	ref	6.0	7	88.6
prop90	3477	ours	6.0	7	88.6
prop90	3666	ref	6.0	7	88.6
prop90	3666	ours	6.0	7	88.6
prop90	3713	ref	6.0	7	88.6
prop90	3713	ours	6.0	7	88.6
prop90	3725	ref	6.0	7	88.6
prop90	3725	ours	6.0	7	88.6
prop90	3726	ref	6.0	7	88.6
prop90	3726	ours	6.0	7	88.6
