path	ext	verdict	pages	first_page	of	ink	dominant	gdelta	only_ours	only_ref	blank_ref	counts	text
words/batch-014/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	docx	match	3/3	1	3	0.54	glyphs	77	131	203	5	size=2,box=3,glyphs=19	REPUBLIC of SAN MARINO CIVIL AVIATION AUTHORITY TEL: +378 (0549) 941539| FAX: +378 (0549) 
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	docx	match	49/49	9	49	0.53	glyphs	89	83	7	0	glyphs=35	Parte 11. Trabajos aéreos 11.3.2.2 VIGENCIA DEL CERTIFICADO...............................
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	docx	words	18/18	2	18	1.06	glyphs	69	95	66	3	face=3,glyphs=6	DOCUMENT CONTROL SHEET Reference documents a) Contextual documents Commission Regulation (
words/batch-014/docx/gpp-pr-top-7-office-markets-4q-2023.docx	docx	match	4/4	3	4	0.40	glyphs	64	200	220	14	face=3,glyphs=13	Strasse 3 DUS “Le Coeur”, Königsallee 37 Freshfields Bruckhaus Deringer 10,500 Potsdamer P
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	docx	words	15/15	7	15	3.75	glyphs	92	70	77	2	box=10,glyphs=47	Task Order Form DS # Deliverables DTFAWA-2X-D-000XX Vendor Name (unless competed) Acceptan
words/batch-015/doc/644730BRI0mna000BOX361539B00public0.doc	doc	match	5/5	1	5	0.68	box	0	127	202	80	box=1	64473 September 2011 · Number 2 January 2011·Number 77 By Charles Schlumberger Background.
words/batch-015/doc/A320SimNotes.doc	doc	pages	40/42	1	40	0.44	one-sided	0	28	32	7		A319/320/321 PC/PT/RLF NOTES DO NOT USE FOR FLIGHT OPERATIONS The purpose of these notes i
words/batch-015/doc/info-bulletin-601.doc	doc	pages	5/6	1	5	6.19	glyphs	99	26	30	3	size=2,width=2,face=3,glyphs=7	Information Bulletin PT 601/03.19 Disability Standards for Accessible Public Transport 200
words/batch-015/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	docx	match	9/9	4	9	0.43	glyphs	115	150	46	31	box=2,face=2,glyphs=47	updated register showed 120 risks to assess, monitor and act upon. Maintaining operational
words/batch-015/docx/1_tpr_template__from_fy14_.docx	docx	pages	9/8	3	8	nan	page size	0	0	0	0		Table 1: Summary of Project Reporting Requirements All Priority Programmes respond to Part
words/batch-015/docx/B11. TE.CAO.00129  Experience  logbook.docx	docx	pages,words	7/6	4	6	3.15	glyphs	110	32	34	17	box=1,face=1,glyphs=16	Foreign Part-145 approvals- Maintenance Experience Logbook European Aviation Safety Agency
words/batch-015/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	docx	match	18/18	4	18	0.46	width	93	13	57	42	box=1,width=50,glyphs=39	ST/SGB/2002/9 I. Introduction 1. Article 105 , paragraph 3, of the Charter of the United N
words/batch-015/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	docx	words	6/6	1	6	0.56	size	50	31	7	0	size=10,glyphs=4	Foreign Part 145 approvals- Maintenance Experience Logbook European Aviation Safety Agency
words/batch-015/docx/exhibit-06---technical-architecture-template.docx	docx	match	8/8	1	8	2.17	one-sided	0	2	3	0		Office of Information Technology TECHNICAL ARCHITECTURE Template Version 1.0 ● FEBRUARY 5,
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	docx	match	10/10	1	10	0.90	one-sided	0	123	83	9		HDSS Bulletin Issue 285: 25 June 2025 OFFICIAL Global Updates.............................
words/batch-016/doc/150_5300_13_chg8.doc	doc	pages	20/18	2	18	1.42	glyphs	48	168	253	39	face=1,glyphs=2	10/1/02 AC 150/5300-13 CHG 7 Chapter 3. RUNWAY DESIGN 300. INTRODUCTION300. This chapter p
words/batch-016/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	doc	match	1/1	1	1	0.36	glyphs	38	49	85	10	face=1,glyphs=4	Amiens, le 1er juin 2016 COMMUNIQUE DE PRESSE SimUSanté® bientôt équipé par la Fondation A
words/batch-016/doc/PK_FlugzeugeStricken.doc	doc	match	7/7	1	7	2.85	box	0	1	5	4	box=1	INFORMATION zur Pressekonferenz mit KommR Viktor SIGL Wirtschaftslandesrat DI Gernot SCHAF
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	doc	match	4/4	3	4	0.44	glyphs	72	33	43	5	face=2,glyphs=9	 Training Q & A Please see the attached Training Question & Answers document for a list o
words/batch-016/doc/absrc-pac-01-info-note-en.doc	doc	pages	6/7	1	6	1.49	one-sided	0	113	116	2		CBD Distr. GENERAL 13 August 2026 ENGLISH ONLY ACCESS AND BENEFIT-SHARING REGIONAL CONSULT
words/batch-016/docx/231164_SystemDesignDocument.docx	docx	match	28/28		28	0.00		0	0	0	0		For instructions on using this template, please see Notes to Author/Template Instructions 
words/batch-016/docx/AFS-050-004-F2_0i.docx	docx	match	8/8	1	8	0.37	glyphs	95	82	10	4	glyphs=49	AVS Quality Management System Title: International Aviation Safety Assessment Assessor’s C
words/batch-016/docx/JEMIT_Template.docx	docx	match	4/4	1	4	0.77	glyphs	71	102	78	32	glyphs=12	Journal of Engineering, Management and Information Technology Vol. 01, No. 01 (2023) 1-10,
words/batch-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	docx	words	15/15	2	15	0.38	glyphs	109	25	21	9	size=1,glyphs=7	Foreign Part 145 approvals- On-the-Job Training logbook European Aviation Safety Agency AM
words/batch-016/docx/fleetfastfacts16nov2023.docx	docx	match	1/1	1	1	0.67	face	10	57	61	9	box=4,face=35,glyphs=3	Media fast facts Emirates fleet Updated: 16 November 2023 Aircraft type Current fleet On o
words/batch-017/doc/2013_11.doc	doc	match	8/8	1	8	0.66	one-sided	0	81	90	4		Department of Accounts Payroll Bulletin Calendar Year 2013 In This Issue of the Payroll Bu
words/batch-017/doc/762.doc	doc	pages	22/23	1	22	2.85	one-sided	0	0	10	4		DEVELOPMENT AND ENVIRONMENTAL SERVICES BULLETIN Development & Environmental Services Lime 
words/batch-017/docx/03_Technical_Report_(progress)_template.docx	docx	match	10/10	1	10	4.67	glyphs	89	50	10	5	glyphs=24	TECHNICAL REPORT (PROGRESS) Grant Agreement number Project short name Project full title V
words/batch-017/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	docx	pages,words	12/15	3	12	1.73	glyphs	16	366	375	16	size=4,box=9,width=4,face=5,glyphs=16	Form AWR OPS-AOC 044 Revision 04 Date 01 Feb 2024 Required Correction Comments Required Co
words/batch-017/docx/Agile_Arc_SysDes.docx	docx	match	20/20	1	20	1.30	one-sided	0	19	14	2		Architecture and System Design Document Version 1.0 <Project or Solution Name> U.S. Depart
words/batch-017/docx/May 25 bulletin focus on carers in the workplace.docx	docx	words	4/4	1	4	2.88	face	56	3	10	0	box=1,face=6,glyphs=5	May 2025 The Public Health Workplace Health Team work with local service providers to offe
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	docx	match	12/12	5	12	0.49	glyphs	73	91	91	17	face=1,glyphs=12	national/international bodies? FINANCE To the best of your estimate, have the resources us
words/batch-017/docx/Sample_SQMS_Program.docx	docx	match	61/61	3	61	1.08	face	53	106	28	0	size=3,width=3,face=18,glyphs=5	Table of Contents Simulator Quality Management System Section 1. Glossary of Terms........
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	docx	pages,words	30/29	2	29	0.91	glyphs	60	91	60	3	face=2,glyphs=7	DOCUMENT CONTROL SHEET Reference documents a) Contextual documents Commission Regulation (
words/batch-017/docx/system_design__technical_architecture_template.docx	docx	match	17/17	12	17	0.39	glyphs	26	76	174	1	size=1,box=7,width=1,glyphs=11,colour=7	System Design & Technical Architecture 6.5. TECHNICAL REQUIREMENTS 6.5.1. Software List al
words/batch-018/doc/120509coss.doc	doc	match	25/25	3	25	0.36	glyphs	74	14	34	10	glyphs=16	SIGNIFICANCE OF AVIATION IN THE DEVELOPMENT OF AN ECONOMY Economic Benefits Air Transport 
words/batch-018/doc/A_320.doc	doc	pages	141/118	21	118	3.39	one-sided	0	0	89	5		TRANSPORT CANADA Master Minimum Equipment List Supplement Aircraft: Revision No. 20 Page: 
words/batch-018/docx/Allegiant_Company_Profile_with_History.docx	docx	match	3/3		3	0.00		0	0	0	0		Company Profile Allegiant has become one of the world's most innovative and successful air
words/batch-018/docx/DOA_Template_Form_Type_Certification_Programme.docx	docx	match	20/20	1	20	1.08	box	20	97	98	13	box=4,glyphs=1	Doc.-No. Certification Programme Revision Date EASA.21J.ELA Project Reference Page 1 of 20
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	docx	pages	34/35	4	34	0.40	one-sided	0	202	128	1		MAINTENANCE CHECK FLIGHT MANUAL PAGE 4/35 REV. 0.0 Content Content........................
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	docx	pages	77/76	14	76	0.93	glyphs	44	152	119	6	face=1,glyphs=38	Partie 3 – Organismes de formation agréés TABLE DES MATIÈRES Partie 3 – Organismes de form
words/batch-018/docx/HC-Bulletin-template.docx	docx	match	5/5	1	5	6.42	one-sided	0	165	146	1		HEALTH CLUSTER BULLETIN # 24 April 2015 Caption:……………………….. Photo: WHO/Photographer Name o
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	docx	match	85/85	35	85	0.43	glyphs	41	29	43	5	glyphs=24	PARTE 6. ORGANISMOS DE MANTENIMIENTO RECONOCIDOS (3) Cuando las instrucciones incluyan el 
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	docx	match	9/9	1	9	2.42	one-sided	0	10	7	0		SupplyOn information for suppliers who will use the PDF functionality for invoicing with A
words/batch-018/docx/t_TEMPforInvProgs.docx	docx	match	26/26	8	26	0.83	glyphs	74	80	5	1	glyphs=33	(PRELIMINARY, INITIAL OR FINAL) TEST AND EVALUATION MASTER PLAN FOR PROGRAM NAME TABLE OF 
words/batch-019/doc/150_5335_5a.doc	doc	pages	63/64	4	63	0.42	face	11	237	162	19	face=4,glyphs=4	AC 150/5335-5A 09/28/06 b. Concept of Equivalent Traffic..................................
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	docx	pages	315/312	3	312	0.38	glyphs	1	4	9	1	size=3,box=5,glyphs=21	Part 2 – Personnel Licensing AMENDMENTS The table of amendments begins with version 2.5 as
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	docx	pages	142/155	1	142	3.38	glyphs	82	87	60	3	size=1,width=1,face=1,glyphs=2	FAA HOLDOVER TIME GUIDELINES WINTER 2024-2025 ORIGINAL ISSUE: AUGUST 6, 2024 The informati
words/batch-019/docx/33004.docx	docx	pages	48/47	1	47	5.91	glyphs	2	3	13	1	glyphs=2	SMS for Small Organizations SMS for Small Organizations March 2015 1|Page
words/batch-019/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	docx	pages,words	33/29	3	29	1.32	face	16	152	94	4	face=9,glyphs=6	Espace Numérique de Travail SOMMAIRE Objet du document 5 1. Fonctionnalités proposées par 
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	docx	pages	59/58	4	58	1.08	glyphs	93	24	6	4	glyphs=11	RISK ASSESSMENT MAINTENANCE CHECK FLIGHT RA 21-MCF Page 4/58 Rev. 0.0 NOTE 1: This risk as
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	docx	match	14/14	1	14	8.15	size	153	25	12	0	size=1,width=1,face=1,glyphs=1	IEEE Power & Energy Society Month Year TECHNICAL REPORT PES-TR?? Title of the Report PREPA
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	docx	pages	267/266	16	266	0.42	glyphs	44	70	72	6	box=4,glyphs=29	Parte 2. Licencias al personal Lugar Fecha Descripción NE 2.2.3.1(b) (1) 11/201 4 Se modif
words/batch-019/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	docx	match	13/13	4	13	0.39	one-sided	0	121	91	1		[Organization Name] ENTERPRISE ARCHITECTURE DOCUMENT [Project Name] [Version Number] | [Re
words/batch-019/docx/report-template.docx	docx	pages	19/20	4	19	0.48	glyphs	74	23	13	2	box=5,glyphs=16	List of Figures Figure 1.1. Screenshot of how to assign levels to bookmarks in Acrobat usi
words/batch-020/doc/150_5300_13_chg10.doc	doc	pages,words	80/77	1	77	2.12	glyphs	16	525	98	16	face=1,glyphs=20	Advisory Circular U.S. Department of Transportation Federal Aviation Administration Subjec
words/batch-020/doc/150_5300_13_chg12.doc	doc	pages	32/31	1	31	0.48	glyphs	56	25	53	17	glyphs=17	Advisory Circular U.S. Department of Transportation Federal Aviation Administration Subjec
words/batch-020/docx/150-5370-10H.docx	docx	pages	714/727	1	714	0.65	hairline	51	104	106	10	hairline=101,face=4,glyphs=11	Advisor y Circular U.S. Department of Transportation Federal Aviation Administration Subje
words/batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	docx	pages,words	14/15	1	14	1.70	glyphs	24	74	103	3	glyphs=3	FLIGHT ENVELOPE Company logo Document reference: FLIGHT ENVELOPE (Example document for LSA
words/batch-020/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	docx	words	12/12	1	12	1.59	glyphs	27	73	103	3	glyphs=2	WEIGHT AND BALANCE Company logo Document reference: WEIGHT AND BALANCE REPORT (Example doc
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	docx	pages	687/696	5	687	2.64	glyphs	13	48	9	0	glyphs=2	7/21/2014 AC 150/5370-10G Table of Contents PART 1 – GENERAL PROVISIONS...................
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	docx	match	148/148	49	148	0.40	glyphs	18	5	137	4	width=2,glyphs=21	STCs in SUBGROUP 2a AEROPLANES დამატებითი ტიპის სერტიფიკატები 2a ქვეჯგუფის თვითმფრინავებში
words/batch-020/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	docx	pages	80/82	7	80	0.79	size	0	110	110	0	size=5	Insert here Company Name and Logo Safety Management Manual Distribution and Control Copy H
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	docx	pages	154/167	1	154	2.89	size	43	73	64	8	size=2,width=2,face=2,glyphs=2	FAA HOLDOVER TIME GUIDELINES WINTER 2025-2026 ORIGINAL ISSUE: AUGUST 12, 2025 The informat
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	docx	pages	164/165	2	164	1.34	glyphs	84	21	48	11	box=1,glyphs=11	Disclaimer This OM template has been created to help non-complex NCC operators to comply w
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	docx	words	29/29	1	29	1.66	box	15	91	110	3	box=4,glyphs=3	AVIONIC SYSTEM DESCRIPTION Company logo Document reference: AVIONIC SYSTEM DESCRIPTION (Ex
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	docx	pages	43/44	2	43	0.59	glyphs	62	142	119	0	size=3,width=3,face=2,glyphs=7	DOCUMENT CONTROL SHEET Abbreviations/Definitions AMC AGNA AGR ATM BP BPM BASA CAW DOA EASA
