# ours   = Paperless.Cli @ f4b8c38255a92caf1f05cc8acdf8d8288a5ceac4 + this round
# ref    = /opt/libreoffice26.2/program/soffice, LibreOffice 26.2.4.2 (TDF tarball)
# fonts  = system fontconfig; ALL FOUR tarball confounds moved aside on 2026-09-07 --
#          Carlito/Caladea/Liberation/DejaVu duplicates, the Latin Noto, and the four
#          LiberationSansNarrow. 38 faces in .duplicates-aside, 71 left in the directory.
#          fc-match "DejaVu Sans" -> DejaVuSans.ttf. fc-list | grep -i narrow is empty.
# rule   = batch-check.sh of 2026-09-05: page count, then alphanumeric characters within
#          max(2%, 15), then unembedded fonts.
# corpus = /home/user/corpus-odf
# note   = the reference half here reproduces probes/odf-gate-01/rows.tsv's ref columns on
#          302 of 302 .odp rows, pages and glyphs, so the Narrow move did not touch them.
path	pages	before_glyphs	after_glyphs	before_verdict	after_verdict	master_alnum	display_none	running_alnum	ooxml_verdict	ooxml_glyphs	cause
slides/done-009/odp/redac-sas-201403-ppt-portfolio-rev-sim.odp	14	12607/13014	13013/13014	words	match	435	2	0	match	13014/13014	master-background-objects (closed)
slides/done-010/odp/BasicMed_AME_Presentation.odp	18	4382/4930	5006/4930	words	match	659	26	0	match	4930/4930	master-background-objects (closed)
slides/done-010/odp/DoIRD Meeting 16JAN14 v1-1.odp	15	5047/5886	5047/5886	words	words	0	0	0	match	5886/5886	other, ODF reader
slides/done-010/odp/REDAC Briefing_SSIT_CARA_08132014.ppt.odp	14	2405/2664	2422/2664	words	words	17	0	192	match	2664/2664	master running objects (open)
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	24	20834/23899	20834/23899	words	words	0	0	38	match	23961/23961	master running objects (open)
slides/done-010/odp/Tax factsheet 2022 (1).odp	27	13297/13637	13750/13637	words	match	547	9	0	match	13494/13637	master-background-objects (closed)
slides/done-011/odp/1_Country-Updates_DRC_English.odp	16	2989/4281	4269/4281	words	match	1280	0	16	match	4281/4281	master-background-objects (closed)
slides/done-011/odp/3492.odp	22	4617/6833	6990/6833	words	words	2430	25	0	match	6835/6833	master background partly closed, residual elsewhere
slides/done-011/odp/B2B-Center-Readiness-and-Student-Retention.odp	33	7108/7768	7729/7768	words	match	759	0	0	match	7792/7768	master-background-objects (closed)
slides/done-011/odp/NAS-Infrastructure-Roadmaps-v16.0.odp	137	91644/106980	106925/106980	words	match	15689	0	4	words	107016/87559	master-background-objects (closed)
slides/done-012/odp/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.odp	20	17057/17627	17057/17627	words	words	0	1	0	match	17627/17627	other, ODF reader
slides/done-012/odp/County ACHS Presentaion Webinar 8-16-16 Peg.odp	26	7297/7599	7297/7599	words	words	0	0	50	match	7599/7599	master running objects (open)
slides/done-012/odp/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.odp	39	15900/17949	15914/17949	words	words	14	6	806	match	17994/17958	master running objects (open)
slides/done-012/odp/SRDMG(16)024_60 GHz onboard airplanes.odp	26	8696/10312	9571/10312	words	words	950	0	0	match	10312/10312	master background partly closed, residual elsewhere
slides/done-012/odp/Sean Monogue.odp	15	4803/4950	4803/4950	words	words	0	1	0	match	4950/4950	other, ODF reader
slides/done-012/odp/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.odp	19	2631/3573	3621/3573	words	match	1045	8	0	match	3573/3573	master-background-objects (closed)
slides/done-012/odp/vvsummit2022-SAIC-PRESENTATION.odp	19	2631/3573	3621/3573	words	match	1045	8	0	match	3573/3573	master-background-objects (closed)
slides/done-013/odp/chapter_4_0.odp	54	17954/18883	18643/18883	words	match	689	16	0	match	18883/18883	master-background-objects (closed)
slides/done-013/odp/redac-sas-201703-hf-research-division.odp	14	4484/4879	4874/4879	words	match	1512	12	0	match	4879/4879	master-background-objects (closed)
slides/done-013/odp/schematicplaymar21.odp	21	9820/11470	11122/11470	words	words	2247	40	0	match	11470/11470	master background partly closed, residual elsewhere
slides/done-014/odp/redac-nasops-201503-RIRP-portfolio-update.odp	46	14209/15418	15636/15418	words	match	1584	3	0	match	15420/15418	master-background-objects (closed)
slides/done-014/odp/redac-sas-201509-asisp-research.odp	45	18489/19095	18489/19095	words	words	0	0	82	match	19094/19031	master running objects (open)
slides/done-014/odp/schematicplay.odp	21	9840/11490	11142/11490	words	words	2247	40	0	match	11490/11490	master background partly closed, residual elsewhere
slides/done-014/odp/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.odp	33	8113/8377	8113/8377	words,unembedded	words,unembedded	0	0	0	unembedded	8377/8377	shared with the OOXML reader
slides/done-015/odp/RPA P4 - Advanced Material.odp	20	8067/8744	8664/8744	words	match	2086	22	26	match	8749/8744	master-background-objects (closed)
slides/done-015/odp/Wildlife for REDAC September 11.odp	41	8351/9160	9499/9160	words	words	4024	12	2	match	9160/9160	master running objects (open)
slides/metrics-001/odp/Ramp Up Campaign - French.odp	6	2414/2536	2414/2536	words	words	0	0	0	words	2536/2418	shared with the OOXML reader
slides/missing-001/odp/NWD-GLA-Community-Outreach-Day-Oct-2025.odp	13	3127/3957	3231/3957	words	words	104	0	0	words	3998/3623	shared with the OOXML reader
